TYPE,SKU,DESCRIPTION,REVENUE,COMMISSION
BUNDLES,116515,15 day European Roaming Pass,4.5,0.45
SECOND LINE,777777,Second Line,0.0,0.0
EBU HBB,112736N,Bus Superfast 1 36m,70.0,7.0
EBU HBB,112736,Bus Superfast 1 36m,20.0,2.0
EBU HBB,112738N,Bus Superfast 2 36m,70.0,7.0
EBU HBB,112738,Bus Superfast 2 36m,20.0,2.0
EBU HBB,113022N,Bus Superfast 1 - Fibre to Your Premises 12m,40.0,4.0
EBU HBB,113022,Bus Superfast 1 - Fibre to Your Premises 12m,20.0,2.0
EBU HBB,113023N,Bus Superfast 1 12m,40.0,4.0
EBU HBB,113023,Bus Superfast 1 12m,20.0,2.0
EBU HBB,113025N,Bus Superfast 1 - Fibre to Your Premises 18m,45.0,4.5
EBU HBB,113025,Bus Superfast 1 - Fibre to Your Premises 18m,20.0,2.0
EBU HBB,113026N,Bus Superfast 1 18m,45.0,4.5
EBU HBB,113026,Bus Superfast 1 18m,20.0,2.0
EBU HBB,113027N,Bus Superfast 2 - Fibre to Your Premises 18m,45.0,4.5
EBU HBB,113027,Bus Superfast 2 - Fibre to Your Premises 18m,20.0,2.0
EBU HBB,113028N,Bus Superfast 2 18m,45.0,4.5
EBU HBB,113028,Bus Superfast 2 18m,20.0,2.0
EBU HBB,113030N,Bus Superfast 1 - Fibre to Your Premises 24m,60.0,6.0
EBU HBB,113030,Bus Superfast 1 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,113031N,Bus Superfast 1 24m,60.0,6.0
EBU HBB,113031,Bus Superfast 1 24m,20.0,2.0
EBU HBB,113032N,Bus Superfast 2 - Fibre to Your Premises 24m,60.0,6.0
EBU HBB,113032,Bus Superfast 2 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,113033N,Bus Superfast 2 24m,60.0,6.0
EBU HBB,113033,Bus Superfast 2 24m,20.0,2.0
EBU HBB,113035N,Bus Pro Superfast 1 - Fibre to Your Premises 24m,110.0,11.0
EBU HBB,113035,Bus Pro Superfast 1 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,113037N,Bus Pro Superfast 2 - Fibre to Your Premises 24m,110.0,11.0
EBU HBB,113037,Bus Pro Superfast 2 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,113040N,Bus Pro Ultrafast 200 - Fibre to Your Premises 24m,150.0,15.0
EBU HBB,113040,Bus Pro Ultrafast 200 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,113042N,Bus Pro Ultrafast 500 - Fibre to Your Premises 24m,160.0,16.0
EBU HBB,113042,Bus Pro Ultrafast 500 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,113044N,Bus Pro Gigafast 900 - Fibre to Your Premises 24m,170.0,17.0
EBU HBB,113044,Bus Pro Gigafast 900 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,113056N,Bus Pro Superfast 1 36m,165.0,16.5
EBU HBB,113056,Bus Pro Superfast 1 36m,20.0,2.0
EBU HBB,113057N,Bus Pro Superfast 2 36m,165.0,16.5
EBU HBB,113057,Bus Pro Superfast 2 36m,20.0,2.0
EBU HBB,113059N,Bus Superfast 100 - Fibre to Your Premises 24m,70.0,7.0
EBU HBB,113059,Bus Superfast 100 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,113061N,Bus Pro Superfast 100 - Fibre to Your Premises 24m,120.0,12.0
EBU HBB,113061,Bus Pro Superfast 100 - Fibre to Your Premises 24m,20.0,2.0
EBU HBB,114489N,Test Only - Bus Pro Superfast 1,110.0,11.0
EBU HBB,114489,Test Only - Bus Pro Superfast 1,20.0,2.0
EBU HBB,114490N,Test Only - Bus Pro Superfast 2,110.0,11.0
EBU HBB,114490,Test Only - Bus Pro Superfast 2,20.0,2.0
EBU HBB,114614N,Bus Pro Superfast 1 - Fibre to Your Premises 36m,160.0,16.0
EBU HBB,114614,Bus Pro Superfast 1 - Fibre to Your Premises 36m,20.0,2.0
EBU HBB,114615N,Bus Pro Superfast 2 - Fibre to Your Premises 36m,160.0,16.0
EBU HBB,114615,Bus Pro Superfast 2 - Fibre to Your Premises 36m,20.0,2.0
EBU HBB,114617N,Bus Pro Ultrafast 200 - Fibre to Your Premises 36m,220.0,22.0
EBU HBB,114617,Bus Pro Ultrafast 200 - Fibre to Your Premises 36m,20.0,2.0
EBU HBB,114619N,Bus Pro Ultrafast 500 - Fibre to Your Premises 36m,240.0,24.0
EBU HBB,114619,Bus Pro Ultrafast 500 - Fibre to Your Premises 36m,20.0,2.0
EBU HBB,114621N,Bus Pro Gigafast 900 - Fibre to Your Premises 36m,250.0,25.0
EBU HBB,114621,Bus Pro Gigafast 900 - Fibre to Your Premises 36m,20.0,2.0
EBU HBB,114623N,Bus Pro Superfast 100 - Fibre to Your Premises 36m,160.0,16.0
EBU HBB,114623,Bus Pro Superfast 100 - Fibre to Your Premises 36m,20.0,2.0
EBU HBB,114626N,Bus Superfast 100 - Fibre to Your Premises 18m,65.0,6.5
EBU HBB,114626,Bus Superfast 100 - Fibre to Your Premises 18m,20.0,2.0
EBU MBB,116616N,36m Band X Tablet Laptop Business Plan 2GB,136.14,6.8069999999999995
EBU MBB,116616,36m Band X Tablet Laptop Business Plan 2GB,68.07,3.4034999999999997
EBU MBB,116617N,36m Band X Tablet Laptop Business Plan 6GB,169.27,8.463500000000002
EBU MBB,116617,36m Band X Tablet Laptop Business Plan 6GB,84.635,4.231750000000001
EBU MBB,116618N,36m Band X Tablet Laptop Business Plan 25GB,170.14,8.507
EBU MBB,116618,36m Band X Tablet Laptop Business Plan 25GB,85.07,4.2535
EBU MBB,116619N,36m Band X Tablet Laptop Business Plan Unlimited Max,195.21,9.7605
EBU MBB,116619,36m Band X Tablet Laptop Business Plan Unlimited Max,126.88650000000001,6.344325000000001
EBU MBB,116620N,36m Band 0 Tablet Laptop Business Plan 2GB,121.04,6.0520000000000005
EBU MBB,116620,36m Band 0 Tablet Laptop Business Plan 2GB,60.52,3.0260000000000002
EBU MBB,116621N,36m Band 0 Tablet Laptop Business Plan 6GB,156.79,7.8395
EBU MBB,116621,36m Band 0 Tablet Laptop Business Plan 6GB,78.395,3.91975
EBU MBB,116622N,36m Band 0 Tablet Laptop Business Plan 25GB,157.67,7.8835
EBU MBB,116622,36m Band 0 Tablet Laptop Business Plan 25GB,78.835,3.94175
EBU MBB,116623N,36m Band 0 Tablet Laptop Business Plan Unlimited Max,183.17,9.1585
EBU MBB,116623,36m Band 0 Tablet Laptop Business Plan Unlimited Max,119.06049999999999,5.953025
EBU MBB,116624N,36m Band 0A Tablet Laptop Business Plan 2GB,132.11,6.605500000000001
EBU MBB,116624,36m Band 0A Tablet Laptop Business Plan 2GB,66.055,3.3027500000000005
EBU MBB,116625N,36m Band 0A Tablet Laptop Business Plan 6GB,150.42,7.521
EBU MBB,116625,36m Band 0A Tablet Laptop Business Plan 6GB,75.21,3.7605
EBU MBB,116626N,36m Band 0A Tablet Laptop Business Plan 25GB,166.12,8.306000000000001
EBU MBB,116626,36m Band 0A Tablet Laptop Business Plan 25GB,83.06,4.1530000000000005
EBU MBB,116627N,36m Band 0A Tablet Laptop Business Plan Unlimited Max,179.63,8.9815
EBU MBB,116627,36m Band 0A Tablet Laptop Business Plan Unlimited Max,116.7595,5.837975
EBU MBB,116628N,36m Band 1 Tablet Laptop Business Plan 2GB,109.11,5.455500000000001
EBU MBB,116628,36m Band 1 Tablet Laptop Business Plan 2GB,54.555,2.7277500000000003
EBU MBB,116629N,36m Band 1 Tablet Laptop Business Plan 6GB,124.81,6.240500000000001
EBU MBB,116629,36m Band 1 Tablet Laptop Business Plan 6GB,62.405,3.1202500000000004
EBU MBB,116630N,36m Band 1 Tablet Laptop Business Plan 25GB,143.12,7.156000000000001
EBU MBB,116630,36m Band 1 Tablet Laptop Business Plan 25GB,71.56,3.5780000000000003
EBU MBB,116631N,36m Band 1 Tablet Laptop Business Plan Unlimited Max,159.47,7.9735000000000005
EBU MBB,116631,36m Band 1 Tablet Laptop Business Plan Unlimited Max,103.6555,5.182775
EBU MBB,116632N,36m Band 2 Tablet Laptop Business Plan 2GB,90.09,4.5045
EBU MBB,116632,36m Band 2 Tablet Laptop Business Plan 2GB,45.045,2.25225
EBU MBB,116633N,36m Band 2 Tablet Laptop Business Plan 6GB,108.4,5.420000000000001
EBU MBB,116633,36m Band 2 Tablet Laptop Business Plan 6GB,54.2,2.7100000000000004
EBU MBB,116634N,36m Band 2 Tablet Laptop Business Plan 25GB,126.71,6.3355
EBU MBB,116634,36m Band 2 Tablet Laptop Business Plan 25GB,63.355,3.16775
EBU MBB,116635N,36m Band 2 Tablet Laptop Business Plan Unlimited Max,143.06,7.1530000000000005
EBU MBB,116635,36m Band 2 Tablet Laptop Business Plan Unlimited Max,92.989,4.649450000000001
EBU MBB,116636N,36m Band 3 Tablet Laptop Business Plan 2GB,117.22,5.861000000000001
EBU MBB,116636,36m Band 3 Tablet Laptop Business Plan 2GB,58.61,2.9305000000000003
EBU MBB,116637N,36m Band 3 Tablet Laptop Business Plan 6GB,135.53,6.7765
EBU MBB,116637,36m Band 3 Tablet Laptop Business Plan 6GB,67.765,3.38825
EBU MBB,116638N,36m Band 3 Tablet Laptop Business Plan 25GB,153.84,7.692
EBU MBB,116638,36m Band 3 Tablet Laptop Business Plan 25GB,76.92,3.846
EBU MBB,116639N,36m Band 3 Tablet Laptop Business Plan Unlimited Max,172.59,8.6295
EBU MBB,116639,36m Band 3 Tablet Laptop Business Plan Unlimited Max,112.18350000000001,5.6091750000000005
EBU MBB,116640N,36m Band 4 Tablet Laptop Business Plan 2GB,83.71,4.1855
EBU MBB,116640,36m Band 4 Tablet Laptop Business Plan 2GB,41.855,2.09275
EBU MBB,116641N,36m Band 4 Tablet Laptop Business Plan 6GB,102.02,5.101
EBU MBB,116641,36m Band 4 Tablet Laptop Business Plan 6GB,51.01,2.5505
EBU MBB,116642N,36m Band 4 Tablet Laptop Business Plan 25GB,120.34,6.017
EBU MBB,116642,36m Band 4 Tablet Laptop Business Plan 25GB,60.17,3.0085
EBU MBB,116643N,36m Band 4 Tablet Laptop Business Plan Unlimited Max,141.05,7.052500000000001
EBU MBB,116643,36m Band 4 Tablet Laptop Business Plan Unlimited Max,91.6825,4.584125
EBU MBB,116644N,36m Band 5 Tablet Laptop Business Plan 2GB,92.25,4.6125
EBU MBB,116644,36m Band 5 Tablet Laptop Business Plan 2GB,46.125,2.30625
EBU MBB,116645N,36m Band 5 Tablet Laptop Business Plan 6GB,107.95,5.397500000000001
EBU MBB,116645,36m Band 5 Tablet Laptop Business Plan 6GB,53.975,2.6987500000000004
EBU MBB,116646N,36m Band 5 Tablet Laptop Business Plan 25GB,126.26,6.313000000000001
EBU MBB,116646,36m Band 5 Tablet Laptop Business Plan 25GB,63.13,3.1565000000000003
EBU MBB,116647N,36m Band 5 Tablet Laptop Business Plan Unlimited Max,151.33,7.566500000000001
EBU MBB,116647,36m Band 5 Tablet Laptop Business Plan Unlimited Max,98.3645,4.9182250000000005
EBU MBB,116648N,36m Band 5A Tablet Laptop Business Plan 2GB,95.78,4.789000000000001
EBU MBB,116648,36m Band 5A Tablet Laptop Business Plan 2GB,47.89,2.3945000000000003
EBU MBB,116649N,36m Band 5A Tablet Laptop Business Plan 6GB,120.89,6.0445
EBU MBB,116649,36m Band 5A Tablet Laptop Business Plan 6GB,60.445,3.02225
EBU MBB,116650N,36m Band 5A Tablet Laptop Business Plan 25GB,128.09,6.4045000000000005
EBU MBB,116650,36m Band 5A Tablet Laptop Business Plan 25GB,64.045,3.2022500000000003
EBU MBB,116651N,36m Band 5A Tablet Laptop Business Plan Unlimited Max,146.7,7.335
EBU MBB,116651,36m Band 5A Tablet Laptop Business Plan Unlimited Max,95.35499999999999,4.7677499999999995
EBU MBB,116652N,36m Band 6 Tablet Laptop Business Plan 2GB,71.06,3.5530000000000004
EBU MBB,116652,36m Band 6 Tablet Laptop Business Plan 2GB,35.53,1.7765000000000002
EBU MBB,116653N,36m Band 6 Tablet Laptop Business Plan 6GB,107.81,5.3905
EBU MBB,116653,36m Band 6 Tablet Laptop Business Plan 6GB,53.905,2.69525
EBU MBB,116654N,36m Band 6 Tablet Laptop Business Plan 25GB,102.19,5.109500000000001
EBU MBB,116654,36m Band 6 Tablet Laptop Business Plan 25GB,51.095,2.5547500000000003
EBU MBB,116655N,36m Band 6A Tablet Laptop Business Plan 2GB,79.03,3.9515000000000002
EBU MBB,116655,36m Band 6A Tablet Laptop Business Plan 2GB,39.515,1.9757500000000001
EBU MBB,116656N,36m Band 6A Tablet Laptop Business Plan 6GB,97.34,4.867000000000001
EBU MBB,116656,36m Band 6A Tablet Laptop Business Plan 6GB,48.67,2.4335000000000004
EBU MBB,116657N,36m Band 6A Tablet Laptop Business Plan 25GB,113.03,5.6515
EBU MBB,116657,36m Band 6A Tablet Laptop Business Plan 25GB,56.515,2.82575
EBU MBB,116658N,36m Band 7 Tablet Laptop Business Plan 2GB,73.58,3.6790000000000003
EBU MBB,116658,36m Band 7 Tablet Laptop Business Plan 2GB,36.79,1.8395000000000001
EBU MBB,116659N,36m Band 7 Tablet Laptop Business Plan 6GB,89.27,4.4635
EBU MBB,116659,36m Band 7 Tablet Laptop Business Plan 6GB,44.635,2.23175
EBU MBB,116660N,36m Band 7 Tablet Laptop Business Plan 25GB,107.58,5.3790000000000004
EBU MBB,116660,36m Band 7 Tablet Laptop Business Plan 25GB,53.79,2.6895000000000002
EBU MBB,116661N,36m Band Y Tablet Laptop Business Plan 2GB,124.59,6.229500000000001
EBU MBB,116661,36m Band Y Tablet Laptop Business Plan 2GB,62.295,3.1147500000000004
EBU MBB,116662N,36m Band Y Tablet Laptop Business Plan 6GB,142.9,7.1450000000000005
EBU MBB,116662,36m Band Y Tablet Laptop Business Plan 6GB,71.45,3.5725000000000002
EBU MBB,116663N,36m Band Y Tablet Laptop Business Plan 25GB,161.21,8.060500000000001
EBU MBB,116663,36m Band Y Tablet Laptop Business Plan 25GB,80.605,4.0302500000000006
EBU MBB,116664N,36m Band Y Tablet Laptop Business Plan Unlimited Max,162.52,8.126000000000001
EBU MBB,116664,36m Band Y Tablet Laptop Business Plan Unlimited Max,105.638,5.2819
EBU MBB,116665N,36m Band Z Tablet Laptop Business Plan 2GB,240.02,12.001000000000001
EBU MBB,116665,36m Band Z Tablet Laptop Business Plan 2GB,120.01,6.000500000000001
EBU MBB,116666N,36m Band Z Tablet Laptop Business Plan 6GB,255.71,12.7855
EBU MBB,116666,36m Band Z Tablet Laptop Business Plan 6GB,127.855,6.39275
EBU MBB,116667N,36m Band Z Tablet Laptop Business Plan 25GB,274.03,13.7015
EBU MBB,116667,36m Band Z Tablet Laptop Business Plan 25GB,137.015,6.85075
EBU MBB,116668N,36m Band Z Tablet Laptop Business Plan Unlimited Max,272.94,13.647
EBU MBB,116668,36m Band Z Tablet Laptop Business Plan Unlimited Max,177.411,8.87055
EBU MBB,116669N,36m Band Q Tablet Laptop Business Plan 2GB,200.78,10.039000000000001
EBU MBB,116669,36m Band Q Tablet Laptop Business Plan 2GB,100.39,5.019500000000001
EBU MBB,116670N,36m Band Q Tablet Laptop Business Plan 6GB,216.47,10.823500000000001
EBU MBB,116670,36m Band Q Tablet Laptop Business Plan 6GB,108.235,5.4117500000000005
EBU MBB,116671N,36m Band Q Tablet Laptop Business Plan 25GB,234.79,11.7395
EBU MBB,116671,36m Band Q Tablet Laptop Business Plan 25GB,117.395,5.86975
EBU MBB,116672N,36m Band Q Tablet Laptop Business Plan Unlimited Max,228.9,11.445
EBU MBB,116672,36m Band Q Tablet Laptop Business Plan Unlimited Max,148.785,7.43925
EBU MBB,116673N,36m Band P Tablet Laptop Business Plan 2GB,300.73,15.036500000000002
EBU MBB,116673,36m Band P Tablet Laptop Business Plan 2GB,150.365,7.518250000000001
EBU MBB,116674N,36m Band P Tablet Laptop Business Plan 6GB,319.04,15.952000000000002
EBU MBB,116674,36m Band P Tablet Laptop Business Plan 6GB,159.52,7.976000000000001
EBU MBB,116675N,36m Band P Tablet Laptop Business Plan 25GB,334.74,16.737000000000002
EBU MBB,116675,36m Band P Tablet Laptop Business Plan 25GB,167.37,8.368500000000001
EBU MBB,116676N,36m Band P Tablet Laptop Business Plan Unlimited Max,379.21,18.9605
EBU MBB,116676,36m Band P Tablet Laptop Business Plan Unlimited Max,246.4865,12.324325000000002
EBU MBB,116677N,36m Band 8 Tablet Laptop Business Plan 2GB,41.09,2.0545000000000004
EBU MBB,116677,36m Band 8 Tablet Laptop Business Plan 2GB,20.545,1.0272500000000002
EBU MBB,116678N,36m Band 8 Tablet Laptop Business Plan 6GB,80.33,4.0165
EBU MBB,116678,36m Band 8 Tablet Laptop Business Plan 6GB,40.165,2.00825
EBU MBB,116679N,36m Band 8 Tablet Laptop Business Plan 25GB,69.87,3.4935000000000005
EBU MBB,116679,36m Band 8 Tablet Laptop Business Plan 25GB,34.935,1.7467500000000002
EBU MBB,116680N,36m Band 5A Tablet Laptop Business Plan 100GB,143.13,7.1565
EBU MBB,116680,36m Band 5A Tablet Laptop Business Plan 100GB,71.565,3.57825
EBU MBB,116681N,36m Band 5 Tablet Laptop Business Plan 100GB,152.42,7.6209999999999996
EBU MBB,116681,36m Band 5 Tablet Laptop Business Plan 100GB,76.21,3.8104999999999998
EBU MBB,116682N,36m Band 4 Tablet Laptop Business Plan 100GB,146.5,7.325
EBU MBB,116682,36m Band 4 Tablet Laptop Business Plan 100GB,73.25,3.6625
EBU MBB,116683N,36m Band 3 Tablet Laptop Business Plan 100GB,180.0,9.0
EBU MBB,116683,36m Band 3 Tablet Laptop Business Plan 100GB,90.0,4.5
EBU MBB,116684N,36m Band 2 Tablet Laptop Business Plan 100GB,152.87,7.6435
EBU MBB,116684,36m Band 2 Tablet Laptop Business Plan 100GB,76.435,3.82175
EBU MBB,116685N,36m Band 1 Tablet Laptop Business Plan 100GB,169.28,8.464
EBU MBB,116685,36m Band 1 Tablet Laptop Business Plan 100GB,84.64,4.232
EBU MBB,116686N,36m Band 0A Tablet Laptop Business Plan 100GB,192.28,9.614
EBU MBB,116686,36m Band 0A Tablet Laptop Business Plan 100GB,96.14,4.807
EBU MBB,116687N,36m Band 0 Tablet Laptop Business Plan 100GB,201.27,10.063500000000001
EBU MBB,116687,36m Band 0 Tablet Laptop Business Plan 100GB,100.635,5.031750000000001
EBU MBB,116688N,36m Band X Tablet Laptop Business Plan 100GB,213.74,10.687000000000001
EBU MBB,116688,36m Band X Tablet Laptop Business Plan 100GB,106.87,5.343500000000001
EBU MBB,116689N,36m Band Y Tablet Laptop Business Plan 100GB,187.37,9.368500000000001
EBU MBB,116689,36m Band Y Tablet Laptop Business Plan 100GB,93.685,4.6842500000000005
EBU MBB,116690N,36m Band Z Tablet Laptop Business Plan 100GB,300.19,15.009500000000001
EBU MBB,116690,36m Band Z Tablet Laptop Business Plan 100GB,150.095,7.5047500000000005
EBU MBB,116691N,36m Band Q Tablet Laptop Business Plan 100GB,260.95,13.0475
EBU MBB,116691,36m Band Q Tablet Laptop Business Plan 100GB,130.475,6.52375
EBU MBB,116692N,36m Band P Tablet Laptop Business Plan 100GB,360.9,18.044999999999998
EBU MBB,116692,36m Band P Tablet Laptop Business Plan 100GB,180.45,9.022499999999999
EBU SIMO AIRTIME,116705N,36m Standard1 2GB Red Bronze,141.26,7.063
EBU SIMO AIRTIME,116705,36m Standard1 2GB Red Bronze,70.63,3.5315
EBU SIMO AIRTIME,116706N,36m Promo (5G)4 2GB Red Bronze,78.48,3.9240000000000004
EBU SIMO AIRTIME,116706,36m Promo (5G)4 2GB Red Bronze,39.24,1.9620000000000002
EBU SIMO AIRTIME,116711N,36m Standard1 6GB Red Bronze,167.42,8.371
EBU SIMO AIRTIME,116711,36m Standard1 6GB Red Bronze,83.71,4.1855
EBU SIMO AIRTIME,116712N,36m Promo (5G)4 6GB Red Bronze,115.1,5.755
EBU SIMO AIRTIME,116712,36m Promo (5G)4 6GB Red Bronze,57.55,2.8775
EBU SIMO AIRTIME,116713N,36m Promo (High tier)5 6GB Red Bronze,141.26,7.063
EBU SIMO AIRTIME,116713,36m Promo (High tier)5 6GB Red Bronze,70.63,3.5315
EBU SIMO AIRTIME,116714N,36m Promo (High tier)5 10GB Retention Plans Bronze,167.42,8.371
EBU SIMO AIRTIME,116714,36m Promo (High tier)5 10GB Retention Plans Bronze,83.71,4.1855
EBU SIMO AIRTIME,116716N,36m Standard1 25GB Red Bronze,193.58,9.679000000000002
EBU SIMO AIRTIME,116716,36m Standard1 25GB Red Bronze,96.79,4.839500000000001
EBU SIMO AIRTIME,116720N,36m Promo (5G)4 25GB Red Bronze,146.5,7.325
EBU SIMO AIRTIME,116720,36m Promo (5G)4 25GB Red Bronze,73.25,3.6625
EBU SIMO AIRTIME,116721N,36m Promo (High tier)5 25GB Red Bronze,172.66,8.633000000000001
EBU SIMO AIRTIME,116721,36m Promo (High tier)5 25GB Red Bronze,86.33,4.3165000000000004
EBU SIMO AIRTIME,116722N,36m Promo (High tier)5 40GB Retention Plans Bronze,209.28,10.464
EBU SIMO AIRTIME,116722,36m Promo (High tier)5 40GB Retention Plans Bronze,104.64,5.232
EBU SIMO AIRTIME,116727N,36m Standard1 100GB Red Bronze,224.98,11.249
EBU SIMO AIRTIME,116727,36m Standard1 100GB Red Bronze,112.49,5.6245
EBU SIMO AIRTIME,116731N,36m Promo (High tier)5 120GB Retention Plans Bronze,251.14,12.557
EBU SIMO AIRTIME,116731,36m Promo (High tier)5 120GB Retention Plans Bronze,125.57,6.2785
EBU SIMO AIRTIME,116738N,36m Promo14 250GB Red Bronze,156.96,7.848000000000001
EBU SIMO AIRTIME,116738,36m Promo14 250GB Red Bronze,78.48,3.9240000000000004
EBU SIMO AIRTIME,116742N,36m Standard1 Unlimited Bronze,245.9,12.295000000000002
EBU SIMO AIRTIME,116742,36m Standard1 Unlimited Bronze,159.835,7.991750000000001
EBU SIMO AIRTIME,116745N,36m Standard1 Unlimited Max Bronze,277.3,13.865000000000002
EBU SIMO AIRTIME,116745,36m Standard1 Unlimited Max Bronze,180.245,9.01225
EBU SIMO AIRTIME,116748N,36m Promo (mid tier)6 Unlimited Max Bronze,235.44,11.772
EBU SIMO AIRTIME,116748,36m Promo (mid tier)6 Unlimited Max Bronze,153.036,7.651800000000001
EBU SIMO AIRTIME,116758N,36m Standard1 6GB Red Silver,185.74,9.287
EBU SIMO AIRTIME,116758,36m Standard1 6GB Red Silver,92.87,4.6435
EBU SIMO AIRTIME,116761N,36m Promo (low tier)7 10GB Retention Plans Silver,185.74,9.287
EBU SIMO AIRTIME,116761,36m Promo (low tier)7 10GB Retention Plans Silver,92.87,4.6435
EBU SIMO AIRTIME,116763N,36m Standard1 25GB Red Silver,211.9,10.595
EBU SIMO AIRTIME,116763,36m Standard1 25GB Red Silver,105.95,5.2975
EBU SIMO AIRTIME,116764N,36m Promo10 25GB Red Silver,138.65,6.932500000000001
EBU SIMO AIRTIME,116764,36m Promo10 25GB Red Silver,69.325,3.4662500000000005
EBU SIMO AIRTIME,116767N,36m Promo (low tier)7 25GB Red Silver,175.27,8.7635
EBU SIMO AIRTIME,116767,36m Promo (low tier)7 25GB Red Silver,87.635,4.38175
EBU SIMO AIRTIME,116769N,36m Standard2 40GB Retention Plans Silver,227.59,11.3795
EBU SIMO AIRTIME,116769,36m Standard2 40GB Retention Plans Silver,113.795,5.68975
EBU SIMO AIRTIME,116771N,36m Promo15 50GB Red Silver,175.27,8.7635
EBU SIMO AIRTIME,116771,36m Promo15 50GB Red Silver,87.635,4.38175
EBU SIMO AIRTIME,116776N,36m Standard1 100GB Red Silver,243.29,12.1645
EBU SIMO AIRTIME,116776,36m Standard1 100GB Red Silver,121.645,6.08225
EBU SIMO AIRTIME,116778N,36m Promo (low tier)7 100GB Red Silver,190.97,9.5485
EBU SIMO AIRTIME,116778,36m Promo (low tier)7 100GB Red Silver,95.485,4.77425
EBU SIMO AIRTIME,116780N,36m Promo10 100GB Red Silver,156.96,7.848000000000001
EBU SIMO AIRTIME,116780,36m Promo10 100GB Red Silver,78.48,3.9240000000000004
EBU SIMO AIRTIME,116782N,36m Standard2 120GB Retention Plans Silver,269.45,13.4725
EBU SIMO AIRTIME,116782,36m Standard2 120GB Retention Plans Silver,134.725,6.73625
EBU SIMO AIRTIME,116792N,36m Promo15 250GB Red Silver,175.27,8.7635
EBU SIMO AIRTIME,116792,36m Promo15 250GB Red Silver,87.635,4.38175
EBU SIMO AIRTIME,116793N,36m Promo17 250GB Red Silver,156.96,7.848000000000001
EBU SIMO AIRTIME,116793,36m Promo17 250GB Red Silver,78.48,3.9240000000000004
EBU SIMO AIRTIME,116798N,36m Standard1 Unlimited Silver,264.22,13.211000000000002
EBU SIMO AIRTIME,116798,36m Standard1 Unlimited Silver,171.74300000000002,8.587150000000001
EBU SIMO AIRTIME,116804N,36m Standard1 Unlimited Max Silver,295.61,14.780500000000002
EBU SIMO AIRTIME,116804,36m Standard1 Unlimited Max Silver,192.1465,9.607325000000001
EBU SIMO AIRTIME,116805N,36m Promo14 Unlimited Max Silver,201.43,10.0715
EBU SIMO AIRTIME,116805,36m Promo14 Unlimited Max Silver,130.92950000000002,6.546475000000001
EBU SIMO AIRTIME,116806N,36m Promo17 Unlimited Max Silver,219.74,10.987000000000002
EBU SIMO AIRTIME,116806,36m Promo17 Unlimited Max Silver,142.83100000000002,7.141550000000001
EBU SIMO AIRTIME,116807N,36m Promo (low tier)7 Unlimited Max Silver,238.06,11.903
EBU SIMO AIRTIME,116807,36m Promo (low tier)7 Unlimited Max Silver,154.739,7.73695
EBU SIMO AIRTIME,116822N,36m Promo (High tier)5 10GB Retention Plans Gold,204.05,10.2025
